"gene"	"contrast_1_logFC_DGE_Glia_vs_Neuron"	"contrast_1_padj_DGE_Glia_vs_Neuron"	"contrast_1_lg10p_DGE_Glia_vs_Neuron"	"add_MA_cts_MA_Avg_DGE_Glia_vs_Neuron"	"X"	"Y"
"Rgs14"	0	0	0	0.00241904475537246	0.00241904475537246	0
"Rgs16"	1.64357495066419	0.000759864939309366	3.11926359367344	0.0315119980986392	0.0315119980986392	1.64357495066419
"Rgs17"	-2.82448149746681	2.70306627134177e-122	121.56814330653	0.652771524184095	0.652771524184095	-2.82448149746681
"Rgs19"	-0.997410769646082	0.00837994542764194	2.07675880959778	0.0526284102979164	0.0526284102979164	-0.997410769646082
"Rgs2"	0.306244926050667	0.313543488692398	0.503702213719198	0.0844718272152314	0.0844718272152314	0.306244926050667
"Rgs20"	-5.1812116012904	2.73153970282008e-66	65.5635924826506	0.367160615468	0.367160615468	-5.1812116012904
"Rgs21"	0	0	0	0.00391441054141585	0.00391441054141585	0
"Rgs22"	-0.576324922952781	0.0479897039738656	1.31885192901972	0.194833528708196	0.194833528708196	-0.576324922952781
"Rgs3"	-0.607481088972911	1.00341425703317e-11	10.9985197325819	0.694372680390723	0.694372680390723	-0.607481088972911
"Rgs4"	-5.45512736714447	6.03353715594385e-73	72.219428008435	0.484022663016963	0.484022663016963	-5.45512736714447
"Rgs5"	0.961393046359631	3.63742037624721e-09	8.43920650468231	0.271788286296462	0.271788286296462	0.961393046359631
"Rgs6"	-0.418967460230512	0.00465202135598247	2.33235830022819	1.43022568699008	1.43022568699008	-0.418967460230512
"Rgs7"	-6.98381804975725	5.93309969722069e-273	272.226718353906	1.47855309253221	1.47855309253221	-6.98381804975725
"Rgs7bp"	-0.0198827956878993	0.910943877485693	0.0405083787340058	0.415491527287478	0.415491527287478	-0.0198827956878993
"Rgs8"	-0.967655036155734	0.125877338049145	0.900052449765738	0.0184092579464346	0.0184092579464346	-0.967655036155734
"Rgs9"	-0.736723213796193	7.55707703180395e-23	22.1216461508513	0.99099091223047	0.99099091223047	-0.736723213796193
"Rgsl1"	-0.459520685584392	0.569136832356161	0.244783307606536	0.0152681691286078	0.0152681691286078	-0.459520685584392
"Rhag"	0	0	0	0.00105979328878789	0.00105979328878789	0
"Rhbdd1"	1.00790370501513	1.0304533446723e-16	15.9869716667766	0.380163188126673	0.380163188126673	1.00790370501513
"Rhbdd2"	-0.857645466968215	2.24183418862551e-10	9.64939651200329	0.337110332409997	0.337110332409997	-0.857645466968215
"Rhbdd3"	-0.329712165283554	0.174938876641722	0.757113666594617	0.11678970858272	0.11678970858272	-0.329712165283554
"Rhbdf1"	2.26205004294578	9.23802773014128e-21	20.0344207384492	0.127684805396372	0.127684805396372	2.26205004294578
"Rhbdf2"	1.52621931648491	1.00461960094302e-07	6.99799835265631	0.0924907660143959	0.0924907660143959	1.52621931648491
"Rhbdl2"	0.947997190853858	5.44123021377925e-06	5.26430289907867	0.168513067424332	0.168513067424332	0.947997190853858
"Rhbdl3"	2.32035902693845	3.45873567817093e-108	107.461082626161	0.75201388878521	0.75201388878521	2.32035902693845
"Rhbg"	1.02804209657186	0.214002976205024	0.669580186742253	0.0105794146084873	0.0105794146084873	1.02804209657186
"Rhd"	-0.478934860349244	0.297870829054069	0.52597202582546	0.0398302249095842	0.0398302249095842	-0.478934860349244
"Rheb"	-0.321586385412001	0.00169923018470246	2.76974778583092	0.528153871336693	0.528153871336693	-0.321586385412001
"Rhebl1"	-1.21509942790294	0.000503695754236265	3.29783170989181	0.0660712564957928	0.0660712564957928	-1.21509942790294
"Rhno1"	1.19503172707999	3.74155312152103e-07	6.42694808440602	0.11568477512473	0.11568477512473	1.19503172707999
"Rho"	0	0	0	0.00377556248044916	0.00377556248044916	0
"Rhoa"	-0.1579660229351	0.0257773947302123	1.58876097804032	0.948591996484905	0.948591996484905	-0.1579660229351
"Rhob"	0.24764951605627	0.0532493350419133	1.27368581116492	0.397639798051983	0.397639798051983	0.24764951605627
